customer_id,birth,price_first_item_purchased,gender,revenue,data_source
4f1b305ae8,5/29/1990,44.0,M,233.0,last_year_customers
4f1b305ae8a,5/29/1990,15.5,F,,new_customers
4f1ba18fcf,1/18/1947,44.0,F,250.0,last_year_customers
4f21761dd9,10/17/1980,22.0,F,175.0,last_year_customers
4f21761dd9a,10/17/1980,44.0,F,,new_customers
4f222f9fd6,3/11/1958,22.0,F,149.0,last_year_customers
4f2789715f,6/27/1974,44.0,M,61.0,last_year_customers
4f2877ab5c,3/4/1983,43.0,M,133.0,last_year_customers
4f2877ab5ca,3/4/1983,44.0,F,,new_customers
4f28f9b97b,10/23/1956,22.0,F,284.0,last_year_customers
4f2a716e7d,12/30/1899,15.5,M,128.0,last_year_customers
4f2c30fd01,8/26/1984,44.0,F,178.0,last_year_customers
4f2f0bf0cf,10/10/1956,42.0,F,112.0,last_year_customers
4f350f0461,6/29/1988,78.0,F,232.0,last_year_customers
4f3eaebeb3,1/24/1989,78.0,F,106.0,last_year_customers
4f4507a093,9/9/1957,44.0,F,301.0,last_year_customers
4f45b80f83,1/10/1981,15.5,F,146.0,last_year_customers
4f45b80f83a,1/10/1981,22.0,F,,new_customers
4f46ff7ff6,10/11/1984,42.0,F,66.0,last_year_customers
4f4926dfa6,10/15/1986,10.0,F,145.0,last_year_customers
4f4a1ea6ba,8/25/1953,15.5,F,137.0,last_year_customers
4f4d5d022f,6/24/1987,15.5,M,206.0,last_year_customers
4f5239fdd6,12/30/1899,28.0,M,72.0,last_year_customers
4f5239fdd6a,12/30/1899,22.0,F,,new_customers
4f544343d8,1/28/1976,78.0,F,205.0,last_year_customers
4f544343d8a,1/28/1976,117.0,F,,new_customers
4f563bafd5,9/13/1985,15.5,M,90.0,last_year_customers
4f56bb590d,11/13/1971,117.0,M,278.0,last_year_customers
4f585c7825,12/15/1983,42.0,F,235.0,last_year_customers
4f5883344e,9/8/1987,22.0,M,175.0,last_year_customers
4f5b7429a7,1/16/1962,15.5,F,159.0,last_year_customers
4f5b7429a7a,1/16/1962,44.0,F,,new_customers
4f5cfd630a,11/1/1986,42.0,M,234.0,last_year_customers
4f5cfd630aa,11/1/1986,44.0,F,,new_customers
4f5f5c2d66,10/20/1970,22.0,F,178.0,last_year_customers
4f5f5c2d66a,10/20/1970,22.0,M,,new_customers
4f5ff9bddc,5/18/1976,44.0,M,116.0,last_year_customers
4f60290242,11/4/1978,15.5,F,143.0,last_year_customers
4f64af10d5,3/9/1982,22.0,M,186.0,last_year_customers
4f67b69171,12/12/1959,57.0,F,136.0,last_year_customers
4f6b23bd70,10/18/1958,15.5,M,165.0,last_year_customers
4f6b23bd70a,10/18/1958,57.0,M,,new_customers
4f6cd51312,12/30/1899,78.0,F,184.0,last_year_customers
4f6d47564b,6/21/1964,15.5,F,78.0,last_year_customers
4f6d47564ba,6/21/1964,42.0,F,,new_customers
4f6f2b24fe,11/13/1989,22.0,F,157.0,last_year_customers
4f765f3a21,9/16/1992,44.0,F,114.0,last_year_customers
4f7996ddbd,8/21/1985,42.0,F,263.0,last_year_customers
4f7a05c9c5,8/28/1976,22.0,M,165.0,last_year_customers
4f7b1af512,12/22/1985,15.5,M,148.0,last_year_customers
4f7b1af512a,12/22/1985,10.0,F,,new_customers
4f7b864e03,6/28/1985,42.0,F,148.0,last_year_customers
4f7c6c992a,12/1/1978,18.75,F,110.5,last_year_customers
4f7cacf0d9,3/2/1970,44.0,F,228.0,last_year_customers
4f7e4f263c,5/5/1984,15.5,M,173.0,last_year_customers
4f7e4f263ca,5/5/1984,22.0,F,,new_customers
4f7fcc6324,11/15/1991,44.0,M,205.0,last_year_customers
4f8151a0d6,6/2/1982,117.0,F,217.0,last_year_customers
4f828af4ac,2/17/1954,22.0,F,221.0,last_year_customers
4f828af4aca,2/17/1954,44.0,M,,new_customers
4f852dc5f9,5/18/1988,28.0,F,176.0,last_year_customers
4f8d8d593a,11/6/1980,28.0,F,198.0,last_year_customers
4f8ee2f0b5,1/9/1995,102.0,M,261.0,last_year_customers
4f90255cbb,2/1/1985,22.0,F,106.0,last_year_customers
4f96f434c8,9/9/1960,78.0,F,326.0,last_year_customers
4f979d4fbe,10/5/1984,15.5,F,219.0,last_year_customers
4f9a05d0ba,6/11/1992,57.0,F,276.0,last_year_customers
4f9c3f293e,11/22/1973,117.0,F,243.0,last_year_customers
4fa02ee6b3,3/6/1992,22.0,M,152.0,last_year_customers
4fa02ee6b3a,3/6/1992,15.5,F,,new_customers
4fa2b1ef59,11/12/1990,22.0,F,169.0,last_year_customers
4fa3b0bb29,8/12/1975,28.0,F,155.0,last_year_customers
4fa860004b,6/18/1991,15.5,F,136.0,last_year_customers
4fa8eb4d10,9/15/1980,44.0,F,153.0,last_year_customers
4faa06bf0b,12/28/1981,44.0,M,94.0,last_year_customers
4faa9965a2,9/2/1989,22.0,F,204.0,last_year_customers
4fb3df50c0,12/30/1899,44.0,F,166.0,last_year_customers
4fb3df50c0a,12/30/1899,42.0,M,,new_customers
4fb4ce79fd,6/29/1974,117.0,F,249.0,last_year_customers
4fb5922c12,9/22/1964,44.0,M,99.0,last_year_customers
4fb6f9bc6d,1/1/1968,15.5,F,193.0,last_year_customers
4fc4add01f,9/11/1956,102.0,F,320.0,last_year_customers
4fc62947e1,8/10/1993,44.0,F,197.0,last_year_customers
4fc76917d2,8/28/1986,117.0,F,177.0,last_year_customers
4fc76917d2a,8/28/1986,42.0,F,,new_customers
4fc806b0a3,7/23/1948,44.0,F,115.0,last_year_customers
4fc82f768f,3/16/1974,28.0,M,152.0,last_year_customers
4fca41f8c8,8/13/1979,10.0,M,132.0,last_year_customers
4fca41f8c8a,8/13/1979,22.0,F,,new_customers
4fcc87fbf8,10/17/1992,43.0,F,195.0,last_year_customers
4fcc87fbf8a,10/17/1992,29.75,M,,new_customers
4fce70930b,12/21/1986,57.0,M,210.0,last_year_customers
4fd0982d96,1/10/1987,22.0,F,102.0,last_year_customers
4fd54826ab,9/16/1984,44.0,F,253.0,last_year_customers
4fd77ff793,3/9/1971,22.0,F,118.0,last_year_customers
4fd8a2d65a,8/22/1983,44.0,M,226.0,last_year_customers
4fdc71a532,4/30/1993,15.5,F,163.0,last_year_customers
4fdd1e8940,9/18/1985,22.0,M,180.0,last_year_customers
4fe10ea2b5,12/27/1991,22.0,F,73.0,last_year_customers
4fe242e1cb,4/25/1960,22.0,F,89.0,last_year_customers
4fe4945ec6,2/9/1973,10.0,M,156.0,last_year_customers
4fe6dcaf0a,12/30/1899,57.0,F,219.0,last_year_customers
4fe8064234,11/9/1989,22.0,F,170.0,last_year_customers
4feb48b76b,12/30/1899,44.0,M,135.0,last_year_customers
4feb48b76ba,12/30/1899,44.0,M,,new_customers
4feed8690a,8/20/1961,10.0,F,218.0,last_year_customers
4ff4222be5,6/27/1981,42.0,F,208.0,last_year_customers
4ff5ad5e0d,11/29/1992,15.5,F,64.0,last_year_customers
4ff5ad5e0da,11/29/1992,44.0,M,,new_customers
4ff9939964,12/4/1967,44.0,F,220.0,last_year_customers
50026ad3b1,1/5/1977,57.0,M,212.0,last_year_customers
50050527f5,2/19/1972,44.0,F,163.0,last_year_customers
500c582449,12/2/1975,22.0,F,79.0,last_year_customers
500ec84fa8,12/30/1899,15.5,F,135.0,last_year_customers
500ec84fa8a,12/30/1899,102.0,F,,new_customers
500f579bc3,6/22/1975,44.0,F,189.0,last_year_customers
5011acbc2c,12/8/1978,28.0,F,136.0,last_year_customers
501201d561,4/20/1989,44.0,M,172.0,last_year_customers
501201d561a,4/20/1989,102.0,F,,new_customers
50144b724d,11/25/1995,22.0,F,161.0,last_year_customers
501571162c,6/16/1970,44.0,F,228.0,last_year_customers
5015ff337c,3/5/1971,57.0,F,112.0,last_year_customers
5015ff337ca,3/5/1971,15.5,F,,new_customers
5017534729,11/26/1987,15.5,M,182.0,last_year_customers
5017534729a,11/26/1987,44.0,F,,new_customers
5018412668,3/10/1958,28.0,F,209.0,last_year_customers
501e8040ab,7/8/1956,22.0,F,156.0,last_year_customers
501fd9560b,7/24/1936,57.0,M,109.0,last_year_customers
5023e00c98,10/1/1967,22.0,F,99.0,last_year_customers
50248973e3,3/21/1987,102.0,M,187.0,last_year_customers
50255fc0a5,3/1/1953,22.0,M,122.0,last_year_customers
5026ed06b1,12/5/1980,22.0,M,175.0,last_year_customers
5028e2b6f6,12/30/1899,10.0,F,142.0,last_year_customers
502a0b9dae,9/30/1985,42.0,F,269.0,last_year_customers
502a75e392,3/24/1986,102.0,F,375.0,last_year_customers
502b7c809b,12/7/1978,78.0,M,145.0,last_year_customers
502b7c809ba,12/7/1978,57.0,F,,new_customers
50301256d2,3/19/1960,12.75,M,184.0,last_year_customers
50301256d2a,3/19/1960,42.0,M,,new_customers
503156f338,3/18/1983,78.0,F,141.0,last_year_customers
50337dce94,10/6/1955,42.0,F,118.0,last_year_customers
503669cb4c,10/22/1953,117.0,F,360.0,last_year_customers
50394ee21c,10/22/1962,22.0,F,237.0,last_year_customers
503c0e7292,9/24/1981,16.0,F,162.5,last_year_customers
503c0f3daa,1/17/1956,42.0,F,140.0,last_year_customers
503cce91cc,6/27/1983,15.5,F,201.0,last_year_customers
503e03cd0e,12/30/1899,44.0,F,187.0,last_year_customers
503ee02079,1/5/1982,44.0,F,103.0,last_year_customers
503fe5d4bf,10/31/1976,22.0,M,163.0,last_year_customers
504865bde3,12/21/1982,44.0,F,147.0,last_year_customers
504865bde3a,12/21/1982,44.0,F,,new_customers
504af5e6ab,9/23/1963,57.0,F,341.0,last_year_customers
504baa130e,8/19/1990,44.0,F,267.0,last_year_customers
504ddb51d3,9/22/1968,15.5,F,148.0,last_year_customers
504e359305,12/30/1899,22.0,F,139.0,last_year_customers
504e970442a,11/19/1961,78.0,F,,new_customers
50523b0f79,4/29/1986,102.0,F,379.0,last_year_customers
50526cabca,10/15/1961,15.5,F,249.0,last_year_customers
50589cfc32,2/15/1981,27.0,F,143.0,last_year_customers
505e669d15,6/20/1955,49.5,F,282.5,last_year_customers
505eef4b7f,5/10/1991,44.0,F,202.0,last_year_customers
50620e21cf,12/30/1899,22.0,F,165.0,last_year_customers
50624d9e33,12/18/1983,102.0,M,308.0,last_year_customers
5063639a72,2/6/1986,15.5,F,198.0,last_year_customers
5063921fc6,10/28/1983,44.0,F,257.0,last_year_customers
5064c03fcb,8/4/1968,44.0,F,155.0,last_year_customers
5066977db0,1/11/1985,44.0,F,211.0,last_year_customers
506948e615,1/5/1960,15.5,F,203.0,last_year_customers
5069623802,9/15/1983,22.0,F,184.0,last_year_customers
506a40234a,5/10/1968,28.0,M,123.0,last_year_customers
506b4a2e84,9/5/1975,43.0,M,128.5,last_year_customers
506d3cae0d,3/11/1970,28.0,M,103.0,last_year_customers
5074aa07c1,7/20/1979,15.5,F,152.0,last_year_customers
5075a69e73,12/23/1989,44.0,M,101.0,last_year_customers
50767763e0,6/6/1978,42.0,F,205.0,last_year_customers
5077d42819,8/4/1983,22.0,M,135.0,last_year_customers
507839e89f,2/1/1980,29.75,F,205.0,last_year_customers
507870fdc7,5/19/1981,10.0,F,190.0,last_year_customers
507cfee779,8/7/1986,44.0,F,286.0,last_year_customers
507dd74b3f,4/17/1981,22.0,F,179.0,last_year_customers
507de60630,12/10/1959,117.0,M,271.0,last_year_customers
508572ecc5,6/22/1970,15.5,F,189.0,last_year_customers
5088c5ef5e,10/11/1976,44.0,F,211.0,last_year_customers
508a00efde,4/24/1980,15.5,F,140.0,last_year_customers
508a00efdea,4/24/1980,15.5,F,,new_customers
508a72a605,12/3/1939,102.0,M,290.0,last_year_customers
508a72a605a,12/3/1939,22.0,F,,new_customers
508b0405fa,6/4/1991,44.0,M,223.0,last_year_customers
508ba16ac8,6/6/1980,44.0,M,179.0,last_year_customers
508f34cee0,7/10/1985,42.0,F,268.0,last_year_customers
5095d72b31,12/23/1978,102.0,F,166.0,last_year_customers
50988089b8,10/11/1971,15.5,F,165.0,last_year_customers
50990e73f0,1/12/1947,22.0,F,152.0,last_year_customers
5099e14ccf,10/22/1977,57.0,F,181.0,last_year_customers
509b443e1e,9/9/1985,15.5,F,72.0,last_year_customers
509c10b6cb,5/26/1993,57.0,F,122.0,last_year_customers
509c10b6cba,5/26/1993,44.0,F,,new_customers
509c89c2c0,7/21/1977,102.0,F,159.0,last_year_customers
509e7d54b0,5/14/1972,22.0,M,170.0,last_year_customers
50a2cbdadb,5/3/1986,10.0,M,200.0,last_year_customers
50a4367be2,7/24/1984,44.0,M,64.0,last_year_customers
50a45cb109,9/28/1984,42.0,M,226.0,last_year_customers
50a4b5d100,11/4/1985,28.0,F,141.0,last_year_customers
50a7792b2d,6/9/1986,44.0,F,280.0,last_year_customers
50a8cf9f61,1/18/1968,102.0,F,380.0,last_year_customers
50a96b999b,2/2/1979,15.5,M,164.0,last_year_customers
50aa913093,11/11/1987,42.0,F,93.0,last_year_customers
50aa913093a,11/11/1987,44.0,F,,new_customers
50ad0aae13,12/8/1985,44.0,F,69.0,last_year_customers
50b5494db2,4/25/1960,57.0,F,205.0,last_year_customers
50bb949c88,9/21/1986,102.0,F,452.0,last_year_customers
50bdb5bdc5,7/10/1980,102.0,F,302.0,last_year_customers
50bde46cb3,9/26/1972,15.5,F,46.0,last_year_customers
50c1704ad3,12/30/1899,28.0,F,170.0,last_year_customers
50c18efd3d,3/6/1957,102.0,F,147.0,last_year_customers
50c20ec2f2,6/17/1962,15.5,F,214.0,last_year_customers
50c617cc8e,3/21/1971,117.0,F,186.0,last_year_customers
50c6d09e7a,7/19/1972,117.0,F,185.0,last_year_customers
50c7871aa1,6/19/1953,28.0,F,193.0,last_year_customers
50c88af0d9,11/27/1976,34.5,M,106.66666666666667,last_year_customers
50cb3074b1,8/8/1976,44.0,F,210.0,last_year_customers
50cb9e1f1c,8/26/1981,10.0,F,187.0,last_year_customers
50cd15e434,7/5/1985,44.0,F,214.0,last_year_customers
50d0249ef4,12/30/1899,42.0,F,142.0,last_year_customers
50d642b6b9,4/25/1994,44.0,F,176.0,last_year_customers
50d69a4712,11/22/1994,57.0,F,214.0,last_year_customers
50d90079f2,7/5/1983,57.0,M,225.0,last_year_customers
50d90079f2a,7/5/1983,57.0,F,,new_customers
50d955e0cc,1/22/1992,22.0,M,146.0,last_year_customers
50dd50dcaf,7/20/1983,57.0,F,225.0,last_year_customers
50df7451ff,5/30/1984,57.0,M,118.0,last_year_customers
50e1a89ba2,7/1/1948,22.0,F,275.0,last_year_customers
50e1a89ba2a,7/1/1948,44.0,F,,new_customers
50e1f75e41,12/30/1899,44.0,M,162.0,last_year_customers
50e3b5d070,5/23/1978,22.0,F,98.0,last_year_customers
50e3c739e4,11/24/1987,102.0,F,465.0,last_year_customers
50e9ba853e,12/30/1899,22.0,F,138.0,last_year_customers
50edb6ce67,8/23/1973,57.0,F,224.0,last_year_customers
50edb6ce67a,8/23/1973,15.5,F,,new_customers
50ee5c2d0b,12/10/1975,22.0,M,141.0,last_year_customers
50f4355004,9/6/1978,57.0,F,208.0,last_year_customers
50f4a8b51b,9/21/1980,102.0,F,300.0,last_year_customers
50f552cf92,9/27/1954,42.0,F,276.0,last_year_customers
50fe031f20,11/16/1989,22.0,F,184.0,last_year_customers
50fe031f20a,11/16/1989,44.0,F,,new_customers
51002f38ae,7/1/1985,102.0,M,145.0,last_year_customers
510266c62b,11/15/1986,57.0,F,231.0,last_year_customers
51080db058,4/27/1965,42.0,F,166.0,last_year_customers
5108e0ac52,7/15/1979,57.0,F,173.0,last_year_customers
510a454a63,4/12/1983,44.0,F,196.0,last_year_customers
510ce7e215,6/4/1988,44.0,M,107.0,last_year_customers
511021e2ae,6/17/1964,78.0,F,265.0,last_year_customers
5110a1c698,5/11/1985,10.0,F,182.0,last_year_customers
511315c62c,9/19/1986,28.0,F,178.0,last_year_customers
51186678d0,12/12/1960,57.0,F,89.0,last_year_customers
511b411150,8/26/1959,22.0,F,152.0,last_year_customers
511dc03ace,5/15/1988,42.0,F,279.0,last_year_customers
5120ed8e1d,11/26/1964,44.0,F,157.0,last_year_customers
5123f9f23f,8/25/1994,28.0,F,182.0,last_year_customers
512608393a,11/6/1965,15.5,M,138.0,last_year_customers
5128fe722f,12/30/1899,42.0,F,188.0,last_year_customers
512c66308d,12/30/1899,10.0,F,133.0,last_year_customers
512f137fe7,10/5/1963,44.0,F,202.0,last_year_customers
512f742b89,9/9/1985,28.0,F,178.0,last_year_customers
51300dc663,4/5/1990,22.0,M,48.0,last_year_customers
51311577a0,7/9/1972,22.0,F,75.0,last_year_customers
513187cfc8,6/9/1951,44.0,M,140.0,last_year_customers
513187cfc8a,6/9/1951,28.0,F,,new_customers
51339f07cb,8/2/1955,15.5,F,165.0,last_year_customers
5136d35248,2/8/1983,44.0,F,213.0,last_year_customers
5136d35248a,2/8/1983,42.0,M,,new_customers
513850276b,6/2/1962,44.0,F,254.0,last_year_customers
513e076431,2/2/1989,10.0,F,216.0,last_year_customers
51471f0d60,12/30/1899,102.0,F,175.0,last_year_customers
5148c23990,9/21/1974,78.0,F,148.0,last_year_customers
5148c399d6,12/30/1899,22.0,F,163.0,last_year_customers
5148e40370,3/17/1987,21.6,F,192.2,last_year_customers
51506f5a56,9/27/1974,42.0,F,206.0,last_year_customers
51535a7f64,7/21/1973,102.0,F,250.0,last_year_customers
5154534b1b,1/6/1971,28.0,F,75.0,last_year_customers
5158831359,11/15/1985,50.5,F,209.83333333333334,last_year_customers
5158831359a,11/15/1985,44.666666666666664,F,,new_customers
51599bff01,10/21/1968,28.0,M,162.0,last_year_customers
5159cce5ed,4/26/1989,22.0,F,209.0,last_year_customers
515b398528,9/14/1982,22.0,M,161.0,last_year_customers
515b398528a,9/14/1982,15.5,M,,new_customers
5164104867,5/20/1975,44.0,F,202.0,last_year_customers
5166416ab1,11/18/1970,15.5,M,62.0,last_year_customers
5168390425,8/4/1946,22.0,M,226.0,last_year_customers
516b564a41,1/27/1944,22.0,F,252.0,last_year_customers
516b564a41a,1/27/1944,22.0,M,,new_customers
516b682f83,10/25/1973,22.0,F,185.0,last_year_customers
516bea06a2,7/9/1971,57.0,F,233.0,last_year_customers
516cc91b8e,11/18/1956,102.0,F,424.0,last_year_customers
516cc91b8ea,11/18/1956,44.0,M,,new_customers
516dadc9c0,12/30/1899,102.0,F,209.0,last_year_customers
517285a701,12/30/1899,22.0,F,63.0,last_year_customers
517285a701a,12/30/1899,102.0,F,,new_customers
5173e65f35,12/22/1967,57.0,F,248.0,last_year_customers
5173ea3554,3/10/1971,22.0,F,193.0,last_year_customers
5173ea3554a,3/10/1971,44.0,F,,new_customers
517541312d,10/12/1976,22.0,F,149.0,last_year_customers
517541312da,10/12/1976,15.5,F,,new_customers
51759b303b,12/10/1984,22.0,F,142.0,last_year_customers
5176185415,7/31/1982,44.0,F,217.0,last_year_customers
51767481ce,4/19/1958,42.0,M,246.0,last_year_customers
5179f4699c,12/30/1899,102.0,M,229.0,last_year_customers
517a125804,10/20/1989,28.0,M,85.0,last_year_customers
517c485235,3/22/1949,44.0,M,108.0,last_year_customers
5182effa1e,8/2/1959,10.0,M,180.0,last_year_customers
51838536c5,4/13/1966,22.0,F,145.0,last_year_customers
518a4d0b65,1/23/1987,44.0,F,291.0,last_year_customers
518d0b9bf6,1/2/1964,15.5,M,196.0,last_year_customers
5192d57350,9/26/1960,102.0,F,194.0,last_year_customers
519f50e7f0,5/13/1975,42.0,M,135.0,last_year_customers
51a726afc2,2/8/1960,28.0,M,104.0,last_year_customers
51a7c1aa38,7/19/1980,44.0,M,203.0,last_year_customers
51ad52ea88,8/24/1974,44.0,F,97.0,last_year_customers
51ae796d86,12/30/1899,44.0,F,195.0,last_year_customers
51af818793,10/5/1979,117.0,F,207.0,last_year_customers
51b3f06475,11/28/1978,15.5,F,112.0,last_year_customers
51b6c3b0f0,9/9/1992,15.5,F,162.0,last_year_customers
51b875bbab,6/29/1984,28.0,F,149.0,last_year_customers
51b9c2a503,10/7/1975,22.0,F,157.0,last_year_customers
51ba1acaa0,7/29/1974,10.0,F,115.0,last_year_customers
51c056f38f,4/19/1984,22.0,F,166.0,last_year_customers
51c415caa8,4/26/1987,22.0,F,106.0,last_year_customers
51c57d202c,4/5/1978,44.0,F,215.0,last_year_customers
51c5c3e9df,4/18/1975,102.0,F,237.0,last_year_customers
51c802d121,9/27/1946,50.5,F,247.0,last_year_customers
51cf5f9b82,5/22/1961,42.0,F,186.0,last_year_customers
51d563d731,8/3/1973,15.5,F,146.0,last_year_customers
51d563d731a,8/3/1973,15.5,F,,new_customers
51d6414edc,6/18/1978,22.0,M,168.0,last_year_customers
51d8d73379,12/30/1993,117.0,M,274.0,last_year_customers
51d8d73379a,12/30/1993,15.5,F,,new_customers
51dbc72281,9/29/1974,44.0,M,171.0,last_year_customers
51e153135b,11/20/1990,42.0,F,222.0,last_year_customers
51e202c450,10/18/1968,57.0,F,254.0,last_year_customers
51e2eeb4af,12/29/1953,42.0,F,238.0,last_year_customers
51e744f43d,1/7/1986,44.0,F,280.0,last_year_customers
51e796352f,5/24/1948,38.666666666666664,M,206.0,last_year_customers
51ebdf7c0a,11/17/1990,102.0,F,438.0,last_year_customers
51f3fbaca1,12/30/1899,102.0,M,258.0,last_year_customers
51f3fbaca1a,12/30/1899,28.0,F,,new_customers
51f50ddf16,7/9/1955,117.0,F,413.0,last_year_customers
51f6cc1cc3,6/14/1975,57.0,F,220.0,last_year_customers
51fad74eae,4/26/1975,22.0,F,113.0,last_year_customers
51fd9dd087,11/27/1985,10.0,F,228.0,last_year_customers
51fdd5c19f,7/19/1982,22.0,F,171.0,last_year_customers
51fe1f9b46,1/10/1993,44.0,M,197.0,last_year_customers
5204c1a646,7/15/1981,102.0,F,364.0,last_year_customers
52059c5fb9,9/6/1993,44.0,M,165.0,last_year_customers
520b597eee,7/11/1975,42.0,F,124.0,last_year_customers
520d42f20b,7/27/1971,28.0,F,170.0,last_year_customers
520d42f20ba,7/27/1971,22.0,F,,new_customers
520ddaa8ac,5/13/1973,22.0,M,72.0,last_year_customers
52120796b4,7/18/1969,44.0,F,197.0,last_year_customers
5212ae0381,12/30/1899,102.0,F,254.0,last_year_customers
521312f8fd,12/30/1947,44.0,F,256.0,last_year_customers
5214778471,5/19/1977,57.0,F,104.0,last_year_customers
5216922a4a,4/29/1981,57.0,F,185.0,last_year_customers
521810ad03,12/30/1899,44.0,M,61.0,last_year_customers
5219187181,7/17/1991,44.0,F,189.5,last_year_customers
5219187181a,7/17/1991,87.0,F,,new_customers
521a302b38,9/8/1947,15.5,M,167.0,last_year_customers
521a302b38a,9/8/1947,15.5,F,,new_customers
521da956c3,1/27/1985,42.0,M,203.0,last_year_customers
52274a9791,8/4/1982,10.0,F,65.0,last_year_customers
5229631a42,12/30/1899,44.0,F,180.0,last_year_customers
522c0ac162,12/30/1899,10.0,F,127.0,last_year_customers
522fd741b2,11/4/1965,44.0,F,157.0,last_year_customers
523919e9a5,9/6/1988,22.0,F,230.0,last_year_customers
5239f9d82b,11/21/1957,15.5,F,181.0,last_year_customers
523a12bbf7,9/4/1982,42.0,F,99.0,last_year_customers
524ca7a454,12/27/1987,102.0,F,401.0,last_year_customers
524d73d721,4/1/1993,15.5,M,106.0,last_year_customers
524fe742af,7/12/1984,22.0,M,142.0,last_year_customers
525296bab6,10/20/1974,15.5,M,137.0,last_year_customers
5254152146,5/14/1975,10.0,F,133.0,last_year_customers
5254152146a,5/14/1975,44.0,F,,new_customers
52557781c7,3/13/1989,22.0,M,154.0,last_year_customers
525946fee8,11/4/1980,44.0,M,188.0,last_year_customers
5261560fd5,12/30/1899,42.0,M,168.0,last_year_customers
526863a399,12/30/1899,15.5,F,148.0,last_year_customers
526a377959,12/30/1899,10.0,M,125.0,last_year_customers
527270d8a7,12/30/1899,44.0,M,179.0,last_year_customers
527413a896,8/9/1986,44.0,M,104.0,last_year_customers
527499396c,11/22/1982,102.0,F,300.0,last_year_customers
5274b7e498,4/19/1962,78.0,M,222.0,last_year_customers
5275ac6a15,10/21/1977,57.0,F,220.0,last_year_customers
527adddca9,3/9/1982,42.0,M,93.0,last_year_customers
527adddca9a,3/9/1982,10.0,M,,new_customers
527bd01396,9/7/1960,42.0,M,254.0,last_year_customers
527bfa0879,8/5/1972,44.0,F,108.0,last_year_customers
5281bd1ed5,4/4/1976,44.0,M,180.0,last_year_customers
528619d43a,12/30/1899,28.0,F,166.0,last_year_customers
5288c425b6,12/30/1899,22.0,F,165.0,last_year_customers
5288c425b6a,12/30/1899,42.0,F,,new_customers
5289f5df09,12/30/1899,44.0,F,138.0,last_year_customers
528da7d87d,12/26/1970,78.0,M,130.0,last_year_customers
528da7d87da,12/26/1970,15.5,F,,new_customers
528dc1fd9c,1/12/1968,10.0,F,196.0,last_year_customers
528f1d2323,8/11/1975,10.0,F,136.0,last_year_customers
528f1d2323a,8/11/1975,102.0,F,,new_customers
528feea665,7/31/1958,57.0,F,133.0,last_year_customers
52945fe824,10/19/1971,15.5,M,62.0,last_year_customers
529b1cb784,2/4/1949,22.0,F,199.0,last_year_customers
529d1f3269,7/10/1988,22.0,F,232.0,last_year_customers
529ed667b9,12/30/1899,15.5,M,72.0,last_year_customers
52a0630dcd,7/4/1991,28.0,F,87.0,last_year_customers
52a12a7b7b,4/16/1988,10.0,F,201.0,last_year_customers
52a1485d98,8/21/1985,44.0,F,182.0,last_year_customers
52a1485d98a,8/21/1985,44.0,F,,new_customers
52a9938480,12/30/1899,15.5,M,111.0,last_year_customers
52a9938480a,12/30/1899,10.0,F,,new_customers
52a9e11b10,4/20/1988,102.0,F,410.0,last_year_customers
52a9e11b10a,4/20/1988,78.0,F,,new_customers
52af23d852,4/30/1954,10.0,F,267.0,last_year_customers
52b115307f,5/13/1978,22.0,M,69.0,last_year_customers
52b134581f,3/13/1974,57.0,F,221.0,last_year_customers
52b205e250,2/3/1977,42.0,F,174.0,last_year_customers
52b90f317b,9/23/1987,78.0,F,226.0,last_year_customers
52b9148ecd,12/30/1899,10.0,F,131.0,last_year_customers
52ba53f139,10/31/1973,57.0,F,106.0,last_year_customers
52bd364cae,4/22/1985,44.0,F,246.0,last_year_customers
52bd364caea,4/22/1985,22.0,F,,new_customers
52bffa4ab0,7/10/1980,15.5,M,142.0,last_year_customers
52c2e730dd,8/28/1984,10.0,F,214.0,last_year_customers
52c2e730dda,8/28/1984,102.0,F,,new_customers
52c4f814b3,1/14/1981,15.5,F,160.0,last_year_customers
52c5fb0c6a,12/24/1978,22.0,F,137.0,last_year_customers
52c86049a0,6/14/1987,22.0,M,141.5,last_year_customers
52cd7b6a91,12/30/1899,15.5,F,125.0,last_year_customers
52cd7b6a91a,12/30/1899,22.0,F,,new_customers
52db10101c,12/30/1899,44.0,M,180.0,last_year_customers
52df986729,7/31/1978,42.0,M,106.0,last_year_customers
52df99bf22,9/4/1988,22.0,F,189.0,last_year_customers
52df99bf22a,9/4/1988,102.0,F,,new_customers
52e1a69eed,10/30/1981,57.0,F,122.0,last_year_customers
52e1e72e77,9/11/1973,44.0,F,207.0,last_year_customers
52e1e72e77a,9/11/1973,22.0,F,,new_customers
52e2d50630,12/30/1899,10.0,M,117.0,last_year_customers
52e2d50630a,12/30/1899,22.0,M,,new_customers
52e2ee769a,1/14/1981,22.0,M,178.0,last_year_customers
52eca7cc7f,12/30/1899,15.5,F,156.0,last_year_customers
52f2ddc792,2/1/1985,44.0,M,184.0,last_year_customers
52f49e88bd,12/30/1899,44.0,F,158.0,last_year_customers
52fadcf5e5,12/30/1899,15.5,F,157.0,last_year_customers
52fba0d18a,12/30/1899,44.0,F,148.0,last_year_customers
52fec80ff9,12/30/1899,42.0,M,156.0,last_year_customers
52ff09665f,6/29/1978,44.0,F,97.0,last_year_customers
